DATE,STT FP Equity_DX_SI_QTY,STT FP Equity_DX_SHORT_INTEREST_VALUE,STT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STT FP Equity_DX_SI_MV,STT FP Equity_DX_DSS,STT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STT FP Equity_DX_SUPPLY_SI_QTY,STT FP Equity_DX_BROKER_SI_QTY,STT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STT FP Equity_DX_SUPPLY_SI_QTY_INC_x,STT FP Equity_DX_BROKER_SI_MV_INC_x,STT FP Equity_DX_SUPPLY_SI_MV_NEW,STT FP Equity_DX_BROKER_SI_QTY_ADD,STT FP Equity_DX_SUPPLY_SI_MV_DEC,STT FP Equity_DX_BROKER_SI_QTY_INC,STT FP Equity_DX_SUPPLY_SI_QTY_DEC,STT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STT FP Equity_DX_BROKER_SI_MV_INC_y,STT FP Equity_DX_SUPPLY_SI_QTY_INC_y,STT FP Equity_DX_BROKER_SI_MV_ADD,STT FP Equity_DX_SUPPLY_SI_QTY_ADD,STT FP Equity_DX_BROKER_SI_QTY_DEC,STT FP Equity_DX_SUPPLY_SI_MV,STT FP Equity_DX_BROKER_SI_MV_DEC,STT FP Equity_DX_SUPPLY_SI_MV_RMV,STT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STT FP Equity_DX_UTILIZATION_QUANTITY,STT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STT FP Equity_DX_ACTIVE_UTILIZATION_MV,STT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STT FP Equity_DX_BROKER_SI_CON_RATIO,STT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STT FP Equity_DX_DEMAND_SUPPLY_RATIO,STT FP Equity_PX_LAST
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,38.86
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,39.3
2006-10-12,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,7.24,0.0,0.0,0.0,0.0,39.62
2006-10-13,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,44.63,0.0,0.0,0.0,0.0,39.81
2006-10-16,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,44.41,0.0,0.0,0.0,0.0,39.85
2006-10-17,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,7.3,0.0,0.0,0.0,0.0,39.42
2006-10-18,255.0,10118.4,0.01,0.0,0.01,0.0,0.0,255.0,0.0,10118.4,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.01,0.0,0.0,1.64,1.64,15249.0,605080.32,0.0,0.6,1.64,0.0,0.0,0.0,0.0164,39.68
2006-10-19,254.0,10015.22,0.01,0.0,0.01,0.0,0.0,254.0,0.0,10015.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.64,1.64,15245.0,601110.35,0.0,0.6,1.64,0.0,0.0,0.0,0.0164,39.43
2006-10-20,254.0,10096.5,0.01,0.0,0.01,0.0,0.0,254.0,0.0,10096.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.64,1.64,15220.0,604995.0,0.0,0.6,1.64,0.0,0.0,0.0,0.0164,39.75
2006-10-23,506.0,20042.66,0.02,0.0,0.02,0.0,0.0,506.0,0.0,20042.66,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.02,0.0,0.0,3.26,3.26,15004.0,594308.44,0.0,0.6,3.26,0.0,0.0,0.0,0.0326,39.61
2006-10-24,502.0,20205.5,0.02,0.0,0.02,0.0,0.0,502.0,0.0,20205.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.24,3.24,14969.0,602502.25,0.0,0.6,3.24,0.0,0.0,0.0,0.0325,40.25
2006-10-25,509.0,20487.25,0.02,0.0,0.02,0.0,0.0,509.0,0.0,20487.25,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.02,0.0,0.0,3.28,3.28,14990.0,603347.5,0.0,0.6,3.28,0.0,0.0,0.0,0.0328,40.25
2006-10-26,500.0,20550.0,0.02,0.0,0.02,0.0,0.0,500.0,0.0,20550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,3.23,3.23,14978.0,615595.8,0.0,0.61,3.23,0.0,0.0,0.0,0.0323,41.1
2006-10-27,506.0,21034.42,0.02,0.0,0.02,0.0,0.0,506.0,0.0,21034.42,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.02,0.0,0.0,3.26,3.26,15001.0,623591.57,0.0,0.61,3.26,0.0,0.0,0.0,0.0326,41.57
2006-10-30,1000.0,41500.0,0.03,0.0,0.04,0.0,0.0,1000.0,0.0,41500.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.04,0.0,0.0,6.46,6.46,14473.0,600629.5,0.0,0.6,6.46,0.0,0.0,0.0,0.0646,41.5
2006-10-31,1002.0,41422.68,0.03,0.0,0.04,0.0,0.0,1002.0,0.0,41422.68,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.04,0.0,0.0,6.49,6.49,14450.0,597363.0,0.0,0.6,6.49,0.0,0.0,0.0,0.0648,41.34
2006-11-01,1002.0,41603.04,0.03,0.0,0.04,0.0,0.0,1002.0,0.0,41603.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.47,6.47,14484.0,601375.68,0.0,0.6,6.47,0.0,0.0,0.0,0.0647,41.52
2006-11-02,999.0,41648.31,0.03,0.0,0.04,0.0,0.0,999.0,0.0,41648.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13691.0,570777.79,0.0,0.57,6.8,0.0,0.0,0.0,0.068,41.69
2006-11-03,1008.0,42225.12,0.03,0.0,0.04,0.0,0.0,1008.0,0.0,42225.12,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.04,0.0,0.0,6.87,6.87,13679.0,573013.31,0.0,0.57,6.87,0.0,0.0,0.0,0.0686,41.89
2006-11-06,1007.0,42294.0,0.03,0.0,0.04,0.0,0.0,1007.0,0.0,42294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13675.0,574350.0,0.0,0.57,6.86,0.0,0.0,0.0,0.0686,42.0
2006-11-07,1000.0,41900.0,0.04,0.0,0.04,0.0,0.0,1000.0,0.0,41900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.82,6.82,13667.0,572647.3,0.0,0.57,6.82,0.0,0.0,0.0,0.0682,41.9
2006-11-08,1004.0,41957.16,0.04,0.0,0.04,0.0,0.0,1004.0,0.0,41957.16,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.04,0.0,0.0,6.84,6.84,13670.0,571269.3,0.0,0.57,6.84,0.0,0.0,0.0,0.0684,41.79
2006-11-09,999.0,41578.38,0.04,0.0,0.04,0.0,0.0,999.0,0.0,41578.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.81,6.81,13679.0,569319.98,0.0,0.57,6.81,0.0,0.0,0.0,0.0681,41.62
2006-11-10,998.0,41586.66,0.04,0.0,0.04,0.0,0.0,998.0,0.0,41586.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13684.0,570212.28,0.0,0.57,6.8,0.0,0.0,0.0,0.068,41.67
2006-11-13,1010.0,42399.8,0.04,0.0,0.04,0.0,0.0,1010.0,0.0,42399.8,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.04,0.0,0.0,6.87,6.87,13692.0,574790.16,0.0,0.57,6.87,0.0,0.0,0.0,0.0687,41.98
2006-11-14,1004.0,42268.4,0.04,0.0,0.04,0.0,0.0,1004.0,0.0,42268.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.84,6.84,13674.0,575675.4,0.0,0.57,6.84,0.0,0.0,0.0,0.0684,42.1
2006-11-15,1005.0,42762.75,0.04,0.0,0.04,0.0,0.0,1005.0,0.0,42762.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,6.84,6.84,13699.0,582892.45,0.0,0.58,6.84,0.0,0.0,0.0,0.0683,42.55
2006-11-16,1007.0,42898.2,0.04,0.0,0.04,0.0,0.0,1007.0,0.0,42898.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13672.0,582427.2,0.0,0.58,6.86,0.0,0.0,0.0,0.0686,42.6
2006-11-17,998.0,42275.28,0.04,0.0,0.04,0.0,0.0,998.0,0.0,42275.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13688.0,579823.68,0.0,0.59,6.8,0.0,0.0,0.0,0.068,42.36
2006-11-20,994.0,42404.04,0.04,0.0,0.04,0.0,0.0,994.0,0.0,42404.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.77,6.77,13685.0,583802.1,0.0,0.59,6.77,0.0,0.0,0.0,0.0677,42.66
2006-11-21,1005.0,42873.3,0.04,0.0,0.04,0.0,0.0,1005.0,0.0,42873.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.04,0.0,0.0,6.85,6.85,13664.0,582906.24,0.0,0.58,6.85,0.0,0.0,0.0,0.0685,42.66
2006-11-22,999.0,42147.81,0.04,0.0,0.04,0.0,0.0,999.0,0.0,42147.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13690.0,577581.1,0.0,0.58,6.8,0.0,0.0,0.0,0.068,42.19
2006-11-23,1002.0,42685.2,0.04,0.0,0.04,0.0,0.0,1002.0,0.0,42685.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.04,0.0,0.0,6.82,6.82,13703.0,583747.8,0.0,0.58,6.82,0.0,0.0,0.0,0.0681,42.6
2006-11-24,998.0,42375.08,0.08,0.0,0.04,0.0,0.0,998.0,0.0,42375.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13688.0,581192.48,0.0,0.58,6.8,0.0,0.0,0.0,0.068,42.46
2006-11-27,1008.0,41932.8,0.1,0.0,0.04,0.0,0.0,1008.0,0.0,41932.8,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13675.0,568880.0,0.0,0.58,6.86,0.0,0.0,0.0,0.0687,41.6
2006-11-28,1001.0,41721.68,0.09,0.0,0.04,0.0,0.0,1001.0,0.0,41721.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.81,6.81,13707.0,571307.76,0.0,0.57,6.81,0.0,0.0,0.0,0.0681,41.68
2006-11-29,1015.0,42325.5,0.1,0.0,0.04,0.0,0.0,1015.0,0.0,42325.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.04,0.0,0.0,6.91,6.91,13676.0,570289.2,0.0,0.57,6.91,0.0,0.0,0.0,0.0691,41.7
2006-11-30,993.0,41954.25,0.1,0.0,0.04,0.0,0.0,993.0,0.0,41954.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.77,6.77,13671.0,577599.75,0.0,0.57,6.77,0.0,0.0,0.0,0.0677,42.25
2006-12-01,1009.0,42327.55,0.1,0.0,0.04,0.0,0.0,1009.0,0.0,42327.55,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13693.0,574421.35,0.0,0.57,6.86,0.0,0.0,0.0,0.0686,41.95
2006-12-04,1017.0,42113.97,0.21,0.0,0.04,0.0,0.0,1017.0,0.0,42113.97,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.04,0.0,0.0,6.91,6.91,13708.0,567648.28,0.0,0.57,6.91,0.0,0.0,0.0,0.0691,41.41
2006-12-05,998.0,41955.92,0.21,0.0,0.04,0.0,0.0,998.0,0.0,41955.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.8,6.8,13673.0,574812.92,0.0,0.57,6.8,0.0,0.0,0.0,0.068,42.04
2006-12-06,1001.0,42042.0,0.2,0.0,0.04,0.0,0.0,1001.0,0.0,42042.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.04,0.0,0.0,6.82,6.82,13677.0,574434.0,0.0,0.58,6.82,0.0,0.0,0.0,0.0682,42.0
2006-12-07,1001.0,42512.47,0.23,0.0,0.04,0.0,0.0,1001.0,0.0,42512.47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,6.81,6.81,13702.0,581923.94,0.0,0.58,6.81,0.0,0.0,0.0,0.0681,42.47
2006-12-08,8888.0,380050.88,2.12,0.0,0.04,0.0,0.0,8888.0,0.0,380050.88,0.0,7887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7887.0,0.0,0.0,0.0,0.04,0.0,0.0,25.04,25.04,26602.0,1137501.52,0.0,0.13,25.04,0.0,0.0,0.0,0.2504,42.76
2006-12-11,8874.0,381759.48,2.31,0.0,0.04,0.0,0.0,8874.0,0.0,381759.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,24.94,24.94,26714.0,1149236.28,0.0,0.13,24.94,0.0,0.0,0.0,0.2494,43.02
2006-12-12,1007.0,43764.22,0.27,0.0,0.04,0.0,0.0,1007.0,0.0,43764.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13669.0,594054.74,0.0,0.59,6.86,0.0,0.0,0.0,0.0686,43.46
2006-12-13,1013.0,44663.17,0.27,0.0,0.04,0.0,0.0,1013.0,0.0,44663.17,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.04,0.0,0.0,6.91,6.91,13654.0,602004.86,0.0,0.59,6.91,0.0,0.0,0.0,0.0691,44.09
2006-12-14,1012.0,44932.8,0.24,0.0,0.04,0.0,0.0,1012.0,0.0,44932.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.92,6.92,13625.0,604950.0,0.0,0.6,6.92,0.0,0.0,0.0,0.0691,44.4
2006-12-15,1014.0,45123.0,0.25,0.0,0.04,0.0,0.0,1014.0,0.0,45123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.0,6.91,6.91,13665.0,608092.5,0.0,0.61,6.91,0.0,0.0,0.0,0.0691,44.5
2006-12-18,1002.0,44288.4,0.22,0.0,0.04,0.0,0.0,1002.0,0.0,44288.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.83,6.83,13667.0,604081.4,0.0,0.61,6.83,0.0,0.0,0.0,0.0683,44.2
2006-12-19,991.0,44000.4,0.24,0.0,0.04,0.0,0.0,991.0,0.0,44000.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.75,6.75,13686.0,607658.4,0.0,0.61,6.75,0.0,0.0,0.0,0.0675,44.4
2006-12-20,1011.0,45272.58,0.19,0.0,0.04,0.0,0.0,1011.0,0.0,45272.58,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.04,0.0,0.0,6.89,6.89,13675.0,612366.5,0.0,0.61,6.89,0.0,0.0,0.0,0.0688,44.78
2006-12-21,1010.0,44945.0,0.19,0.0,0.05,0.0,0.0,1010.0,0.0,44945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.88,6.88,13677.0,608626.5,0.0,0.61,6.88,0.0,0.0,0.0,0.0688,44.5
2006-12-22,1016.0,44958.0,0.2,0.0,0.04,0.0,0.0,1016.0,0.0,44958.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.04,0.0,0.0,6.92,6.92,13670.0,604897.5,0.0,0.61,6.92,0.0,0.0,0.0,0.0692,44.25
2006-12-25,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,37.63,0.0,0.0,0.0,0.0,0.0
2006-12-26,1009.0,44648.25,0.13,0.0,0.04,0.0,0.0,1009.0,0.0,44648.25,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13692.0,605871.0,0.0,0.61,6.86,0.0,0.0,0.0,0.0686,0.0
2006-12-27,1013.0,44774.6,0.13,0.0,0.04,0.0,0.0,1013.0,0.0,44774.6,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.04,0.0,0.0,6.88,6.88,13709.0,605937.8,0.0,0.6,6.88,0.0,0.0,0.0,0.0688,44.2
2006-12-28,1003.0,44473.02,0.13,0.0,0.04,0.0,0.0,1003.0,0.0,44473.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.83,6.83,13683.0,606704.22,0.0,0.6,6.83,0.0,0.0,0.0,0.0683,44.34
2006-12-29,1010.0,44631.9,0.14,0.0,0.04,0.0,0.0,1010.0,0.0,44631.9,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.04,0.0,0.0,6.86,6.86,13712.0,605933.28,0.0,0.6,6.86,0.0,0.0,0.0,0.0686,44.19
2007-01-01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,37.53,0.0,0.0,0.0,0.0,0.0
2007-01-02,1000.0,44710.0,0.14,0.0,0.04,0.0,0.0,1000.0,0.0,44710.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.04,0.0,0.0,6.81,6.81,13699.0,612482.29,0.0,0.6,6.81,0.0,0.0,0.0,0.068,44.71
2007-01-03,1018.0,45738.74,0.14,0.0,0.05,0.0,0.0,1018.0,0.0,45738.74,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.05,0.0,0.0,6.93,6.93,13678.0,614552.54,0.0,0.61,6.93,0.0,0.0,0.0,0.0693,44.93
2007-01-04,1017.0,46588.77,0.14,0.0,0.05,0.0,0.0,1017.0,0.0,46588.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.93,6.93,13657.0,625627.17,0.0,0.61,6.93,0.0,0.0,0.0,0.0693,45.81
2007-01-05,1018.0,46298.64,0.12,0.0,0.05,0.0,0.0,1018.0,0.0,46298.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,6.93,6.93,13677.0,622029.96,0.0,0.62,6.93,0.0,0.0,0.0,0.0693,45.48
2007-01-08,1005.0,46029.0,0.11,0.0,0.05,0.0,0.0,1005.0,0.0,46029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.85,6.85,13669.0,626040.2,0.0,0.62,6.85,0.0,0.0,0.0,0.0685,45.8
2007-01-09,1008.0,46892.16,0.13,0.0,0.05,0.0,0.0,1008.0,0.0,46892.16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.05,0.0,0.0,6.86,6.86,13682.0,636486.64,0.0,0.63,6.86,0.0,0.0,0.0,0.0686,46.52
2007-01-10,1018.0,46156.12,0.09,0.0,0.05,0.0,0.0,1018.0,0.0,46156.12,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.05,0.0,0.0,6.93,6.93,13671.0,619843.14,0.0,0.63,6.93,0.0,0.0,0.0,0.0693,45.34
2007-01-11,1010.0,46258.0,0.09,0.0,0.05,0.0,0.0,1010.0,0.0,46258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.87,6.87,13691.0,627047.8,0.0,0.62,6.87,0.0,0.0,0.0,0.0687,45.8
2007-01-12,997.0,46460.2,0.07,0.0,0.05,0.0,0.0,997.0,0.0,46460.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.81,6.81,13638.0,635530.8,0.0,0.63,6.81,0.0,0.0,0.0,0.0681,46.6
2007-01-15,1013.0,47114.63,0.07,0.0,0.05,0.0,0.0,1013.0,0.0,47114.63,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.05,0.0,0.0,6.9,6.9,13675.0,636024.25,0.0,0.63,6.9,0.0,0.0,0.0,0.069,46.51
2007-01-16,1008.0,46992.96,0.07,0.0,0.05,0.0,0.0,1008.0,0.0,46992.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.86,6.86,13685.0,637994.7,0.0,0.64,6.86,0.0,0.0,0.0,0.0686,46.62
2007-01-17,1004.0,46435.0,0.07,0.0,0.05,0.0,0.0,1004.0,0.0,46435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.85,6.85,13661.0,631821.25,0.0,0.64,6.85,0.0,0.0,0.0,0.0685,46.25
2007-01-18,1005.0,46521.45,0.07,0.0,0.05,0.0,0.0,1005.0,0.0,46521.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.86,6.86,13653.0,631997.37,0.0,0.63,6.86,0.0,0.0,0.0,0.0686,46.29
2007-01-19,1012.0,46805.0,0.07,0.0,0.05,0.0,0.0,1012.0,0.0,46805.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.05,0.0,0.0,6.89,6.89,13687.0,633023.75,0.0,0.63,6.89,0.0,0.0,0.0,0.0688,46.25
2007-01-22,1004.0,46435.0,0.07,0.0,0.05,0.0,0.0,1004.0,0.0,46435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,6.83,6.83,13689.0,633116.25,0.0,0.63,6.83,0.0,0.0,0.0,0.0683,46.25
2007-01-23,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,37.07,0.0,0.0,0.0,0.0,45.76
