DATE,ENAM FP Equity_DX_SI_QTY,ENAM FP Equity_DX_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENAM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENAM FP Equity_DX_SI_MV,ENAM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SUPPLY_SI_QTY,ENAM FP Equity_DX_BROKER_SI_QTY,ENAM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENAM FP Equity_DX_BROKER_SI_MV_NEW_x,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENAM FP Equity_DX_BROKER_SI_MV_INC_x,ENAM FP Equity_DX_BROKER_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_NEW,ENAM FP Equity_DX_SUPPLY_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_QTY_INC,ENAM FP Equity_DX_SUPPLY_SI_QTY_DEC,ENAM FP Equity_DX_BROKER_SI_MV_NEW_y,ENAM FP Equity_DX_BROKER_SI_MV_INC_y,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENAM FP Equity_DX_BROKER_SI_MV_ADD,ENAM FP Equity_DX_SUPPLY_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_DEC,ENAM FP Equity_DX_SUPPLY_SI_MV,ENAM FP Equity_DX_BROKER_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_MV_RMV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENAM FP Equity_DX_UTILIZATION_QUANTITY,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENAM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_MV,ENAM FP Equity_DX_BROKER_SI_CON_RATIO,ENAM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENAM FP Equity_DX_DEMAND_SUPPLY_RATIO,ENAM FP Equity_PX_LAST
2022-03-21,20000.0,373724.0,1.59,0.64,0.37,186862.0,10000.0,10000.0,186862.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,10000.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688,18.6862
2022-03-22,10000.0,189525.0,0.79,0.32,0.19,189525.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.9344,18.9525
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.19,0.0,0.0,0.0,10702.0,202226.06,0.2,0.0,0.0,0.0,0.0,18.8961
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10702.0,202290.27,0.2,0.0,0.0,0.0,0.0,18.9021
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10702.0,203362.61,0.2,0.0,0.0,0.0,0.0,19.0023
2022-03-28,20000.0,382284.0,0.64,0.53,0.38,191142.0,10000.0,10000.0,191142.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,10000.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688,19.1142
2022-03-29,20000.0,385280.0,0.64,0.39,0.38,192640.0,10000.0,10000.0,192640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688,19.264
2022-03-30,20000.0,382458.0,0.64,0.39,0.38,191229.0,10000.0,10000.0,191229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688,19.1229
2022-03-31,20000.0,383008.0,0.64,0.39,0.38,191504.0,10000.0,10000.0,191504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688,19.1504
2022-04-01,10000.0,190469.0,0.32,0.16,0.19,0.0,10000.0,0.0,190469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.19,0.19,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,0.9344,19.0469
2022-04-04,10000.0,192329.0,0.32,0.16,0.19,0.0,10000.0,0.0,192329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,0.9344,19.2329
2022-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10702.0,206799.03,0.21,0.0,0.0,0.0,0.0,19.3234
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10702.0,202519.3,0.21,0.0,0.0,0.0,0.0,18.9235
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66879.0,1260040.49,1.27,0.0,0.0,0.0,0.0,18.8406
2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66879.0,1282063.74,1.26,0.0,0.0,0.0,0.0,19.1699
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1322671.13,1.35,0.0,0.0,0.0,0.0,18.8144
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1332829.63,1.32,0.0,0.0,0.0,0.0,18.9589
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1323360.08,1.33,0.0,0.0,0.0,0.0,18.8242
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1332168.8,1.32,0.0,0.0,0.0,0.0,18.9495
2022-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1332168.8,1.33,0.0,0.0,0.0,0.0,0.0
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1332168.8,1.33,0.0,0.0,0.0,0.0,0.0
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1337560.89,1.33,0.0,0.0,0.0,0.0,19.0262
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1341589.13,1.34,0.0,0.0,0.0,0.0,19.0835
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70301.0,1341989.85,1.34,0.0,0.0,0.0,0.0,19.0892
2022-04-22,37600.0,700766.24,1.24,0.54,0.72,350383.12,18800.0,18800.0,350383.12,0.0,0.0,0.0,18800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,18800.0,0.0,0.36,0.0,0.0,26.74,26.74,51501.0,959844.74,0.98,26.74,1.0,100.0,0.5348,18.6374
2022-04-25,44200.0,807953.9,1.5,0.63,0.82,440535.95,20100.0,24100.0,367417.95,0.0,1300.0,0.09,0.0,0.0,0.0,5300.0,0.0,0.0,0.09,1300.0,0.0,0.0,0.0,0.37,0.0,0.0,22.57,22.57,68952.0,1260408.08,1.29,22.57,1.0,100.0,0.4963,18.2795
2022-04-26,40200.0,735688.14,1.37,0.57,0.73,367844.07,20100.0,20100.0,367844.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.37,0.08,0.0,22.57,22.57,68952.0,1261869.87,1.26,22.57,1.0,100.0,0.4514,18.3007
2022-04-27,19600.0,362260.92,0.67,0.28,0.36,181130.46,9800.0,9800.0,181130.46,0.0,0.0,0.0,0.0,0.0,0.19,0.0,10300.0,0.0,0.0,0.0,0.0,0.0,10300.0,0.18,0.19,0.0,11.0,11.0,79252.0,1464790.94,1.45,11.0,1.0,100.0,0.2201,18.4827
2022-04-28,19600.0,363599.6,0.81,0.28,0.36,181799.8,9800.0,9800.0,181799.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,11.0,11.0,79252.0,1470203.85,1.46,11.0,1.0,100.0,0.2201,18.551
2022-04-29,30600.0,567164.88,1.27,0.42,0.57,283582.44,15300.0,15300.0,283582.44,0.0,5500.0,0.1,0.0,0.0,0.0,5500.0,0.0,0.0,0.1,5500.0,0.0,0.0,0.0,0.28,0.0,0.0,17.18,17.18,73752.0,1366978.57,1.37,17.18,1.0,100.0,0.3436,18.5348
2022-05-02,30600.0,555567.48,1.27,0.42,0.57,277783.74,15300.0,15300.0,277783.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,17.18,17.18,73752.0,1339026.56,1.37,17.18,1.0,100.0,0.3436,18.1558
2022-05-03,30600.0,563217.48,1.28,0.42,0.56,281608.74,15300.0,15300.0,281608.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,17.18,17.18,73752.0,1357464.56,1.34,17.18,1.0,100.0,0.3436,18.4058
2022-05-04,11000.0,199465.2,0.46,0.15,0.2,99732.6,5500.0,5500.0,99732.6,0.0,0.0,0.0,0.0,0.0,0.18,0.0,9800.0,0.0,0.0,0.0,0.0,0.0,9800.0,0.1,0.18,0.0,6.18,6.18,83552.0,1515065.13,1.55,6.18,1.0,100.0,0.1235,18.1332
2022-05-05,11000.0,201000.8,0.46,0.15,0.2,100500.4,5500.0,5500.0,100500.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.18,6.18,83552.0,1526728.99,1.52,6.18,1.0,100.0,0.1235,18.2728
2022-05-06,11000.0,197374.1,0.25,0.15,0.2,98687.05,5500.0,5500.0,98687.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.18,6.18,83552.0,1499181.89,1.52,6.18,1.0,100.0,0.1235,17.9431
2022-05-09,11000.0,192462.6,0.24,0.15,0.2,96231.3,5500.0,5500.0,96231.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.18,6.18,83552.0,1461875.92,1.5,6.18,1.0,100.0,0.1235,17.4966
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.1,0.0,0.0,0.0,89052.0,1545631.04,1.56,0.0,0.0,0.0,0.0,17.3565
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1558329.85,1.54,0.0,0.0,0.0,0.0,17.4991
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1546619.52,1.56,0.0,0.0,0.0,0.0,17.3676
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1581937.54,1.55,0.0,0.0,0.0,0.0,17.7642
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1570476.55,1.58,0.0,0.0,0.0,0.0,17.6355
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1579061.16,1.57,0.0,0.0,0.0,0.0,17.7319
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1547403.17,1.58,0.0,0.0,0.0,0.0,17.3764
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1513732.61,1.55,0.0,0.0,0.0,0.0,16.9983
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1502912.79,1.52,0.0,0.0,0.0,0.0,16.8768
2022-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1520589.62,1.51,0.0,0.0,0.0,0.0,17.0753
2022-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1485111.3,1.52,0.0,0.0,0.0,0.0,16.6769
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0169
2022-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1540314.63,1.52,0.0,0.0,0.0,0.0,17.2968
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1579399.56,1.54,0.0,0.0,0.0,0.0,17.7357
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1591653.11,1.58,0.0,0.0,0.0,0.0,17.8733
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1575365.5,1.59,0.0,0.0,0.0,0.0,17.6904
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1571375.97,1.58,0.0,0.0,0.0,0.0,17.6456
2022-06-02,11400.0,201833.58,0.51,0.13,0.2,100916.79,5700.0,5700.0,100916.79,0.0,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5700.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1475722.15,1.47,6.4,1.0,100.0,0.128,17.7047
2022-06-03,11400.0,201130.2,0.51,0.13,0.2,100565.1,5700.0,5700.0,100565.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1470579.34,1.47,6.4,1.0,100.0,0.128,17.643
2022-06-06,11400.0,202994.1,0.51,0.13,0.2,101497.05,5700.0,5700.0,101497.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1484207.39,1.47,6.4,1.0,100.0,0.128,17.8065
2022-06-07,11400.0,202213.2,0.51,0.13,0.2,101106.6,5700.0,5700.0,101106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1478497.78,1.49,6.4,1.0,100.0,0.128,17.738
2022-06-08,11400.0,203390.82,0.51,0.13,0.2,101695.41,5700.0,5700.0,101695.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1487108.04,1.48,6.4,1.0,100.0,0.128,17.8413
2022-06-09,11400.0,201322.86,0.52,0.13,0.2,100661.43,5700.0,5700.0,100661.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1471987.98,1.48,6.4,1.0,100.0,0.128,17.6599
2022-06-10,11400.0,195014.1,0.52,0.13,0.2,97507.05,5700.0,5700.0,97507.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1425860.99,1.47,6.4,1.0,100.0,0.128,17.1065
2022-06-13,11400.0,189660.66,0.51,0.13,0.19,94830.33,5700.0,5700.0,94830.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.4,6.4,83352.0,1386718.89,1.42,6.4,1.0,100.0,0.128,16.6369
2022-06-14,11400.0,188464.8,0.51,0.13,0.19,94232.4,5700.0,5700.0,94232.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,6.4,6.4,83352.0,1377975.26,1.39,6.4,1.0,100.0,0.128,16.532
2022-06-15,5700.0,94979.67,0.26,0.06,0.09,94979.67,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.064,16.6631
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5700.0,0.0,0.09,0.0,0.0,0.0,89052.0,1435660.72,1.48,0.0,0.0,0.0,0.0,16.1216
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1440638.73,1.44,0.0,0.0,0.0,0.0,16.1775
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1445554.4,1.44,0.0,0.0,0.0,0.0,16.2327
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1465430.81,1.44,0.0,0.0,0.0,0.0,16.4559
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1467585.87,1.43,0.0,0.0,0.0,0.0,16.4801
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1475529.3,1.44,0.0,0.0,0.0,0.0,16.5693
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1513518.89,1.43,0.0,0.0,0.0,0.0,16.9959
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1515967.82,1.51,0.0,0.0,0.0,0.0,17.0234
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89052.0,1509556.07,1.52,0.0,0.0,0.0,0.0,16.9514
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89352.0,1500970.64,1.52,0.0,0.0,0.0,0.0,16.7984
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89352.0,1486379.46,1.5,0.0,0.0,0.0,0.0,16.6351
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89352.0,1495180.63,1.49,0.0,0.0,0.0,0.0,16.7336
2022-07-04,28400.0,477543.16,33.27,0.3,0.48,477543.16,0.0,28400.0,0.0,0.0,0.0,0.0,28400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.3178,16.8149
2022-07-05,28400.0,480405.88,33.97,0.3,0.48,480405.88,0.0,28400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.3178,16.9157
2022-07-06,28400.0,490734.96,32.99,0.28,0.48,490734.96,0.0,28400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.3178,17.2794
2022-07-07,56400.0,995132.88,66.09,0.55,0.98,995132.88,0.0,56400.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,28000.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.6312,17.6442
2022-07-08,28000.0,497173.6,32.81,0.28,0.49,0.0,28000.0,0.0,497173.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,56400.0,0.49,0.97,0.0,31.34,31.34,61352.0,1089378.38,1.08,31.34,1.0,100.0,0.3134,17.7562
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89352.0,1580690.49,1.58,0.0,0.0,0.0,0.0,17.6906
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89352.0,1579761.23,1.58,0.0,0.0,0.0,0.0,17.6802
