DATE,TRACT FP Equity_DX_SI_QTY,TRACT FP Equity_DX_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TRACT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TRACT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TRACT FP Equity_DX_SI_MV,TRACT FP Equity_DX_DSS,TRACT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SUPPLY_SI_QTY,TRACT FP Equity_DX_BROKER_SI_QTY,TRACT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TRACT FP Equity_DX_BROKER_SI_MV_INC_x,TRACT FP Equity_DX_BROKER_SI_QTY_ADD,TRACT FP Equity_DX_SUPPLY_SI_MV_DEC,TRACT FP Equity_DX_BROKER_SI_QTY_INC,TRACT FP Equity_DX_SUPPLY_SI_QTY_DEC,TRACT FP Equity_DX_BROKER_SI_MV_INC_y,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TRACT FP Equity_DX_BROKER_SI_MV_ADD,TRACT FP Equity_DX_SUPPLY_SI_QTY_ADD,TRACT FP Equity_DX_BROKER_SI_QTY_DEC,TRACT FP Equity_DX_SUPPLY_SI_MV,TRACT FP Equity_DX_BROKER_SI_MV_DEC,TRACT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TRACT FP Equity_DX_UTILIZATION_QUANTITY,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TRACT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TRACT FP Equity_DX_ACTIVE_UTILIZATION_MV,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TRACT FP Equity_DX_BROKER_SI_CON_RATIO,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TRACT FP Equity_DX_DEMAND_SUPPLY_RATIO,TRACT FP Equity_PX_LAST
2024-09-30,46004.0,37723.28,0.55,2.33,0.06,0.04,0.0,20501.64,23002.0,25002.0,18861.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,28.09,0.343,47.94,0.1904,0.82
2024-10-01,46004.0,36619.18,0.55,2.32,0.06,0.04,0.0,19901.59,23002.0,25002.0,18309.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.37,0.3443,48.42,0.1904,0.796
2024-10-02,46004.0,34963.04,0.55,2.34,0.06,0.04,0.0,19001.52,23002.0,25002.0,17481.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.21,0.3447,48.53,0.1904,0.76
2024-10-03,46004.0,34503.0,0.55,2.3,0.06,0.04,0.0,18751.5,23002.0,25002.0,17251.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.53,0.344,48.31,0.1904,0.75
2024-10-04,46004.0,33582.92,0.55,2.36,0.06,0.03,0.0,18251.46,23002.0,25002.0,16791.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.39,0.3443,48.4,0.1904,0.73
2024-10-07,46004.0,33582.92,0.55,2.32,0.06,0.03,0.0,18251.46,23002.0,25002.0,16791.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.66,0.3438,48.23,0.1904,0.73
2024-10-08,46004.0,32570.83,0.55,2.29,0.06,0.03,0.0,17701.42,23002.0,25002.0,16285.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.46,0.3456,48.6,0.1904,0.708
2024-10-09,46004.0,32202.8,0.55,2.22,0.06,0.03,0.0,17501.4,23002.0,25002.0,16101.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.59,0.3445,48.37,0.1904,0.7
2024-10-10,46004.0,31834.77,0.55,2.2,0.06,0.03,0.0,17301.38,23002.0,25002.0,15917.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.59,0.3445,48.37,0.1904,0.692
2024-10-11,46004.0,31466.74,0.55,2.21,0.06,0.03,0.0,17101.37,23002.0,25002.0,15733.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.55,0.344,48.3,0.1904,0.684
2024-10-14,46004.0,32110.79,0.55,2.2,0.06,0.03,0.0,17451.4,23002.0,25002.0,16055.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.8,0.3426,47.97,0.1904,0.698
2024-10-15,46004.0,31742.76,0.55,2.19,0.06,0.03,0.0,17251.38,23002.0,25002.0,15871.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.58,0.3445,48.37,0.1904,0.69
2024-10-16,46004.0,31742.76,0.55,2.19,0.06,0.03,0.0,17251.38,23002.0,25002.0,15871.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.66,0.3438,48.23,0.1904,0.69
2024-10-17,46004.0,31558.74,0.55,2.19,0.06,0.03,0.0,17151.37,23002.0,25002.0,15779.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.62,0.3441,48.3,0.1903,0.686
2024-10-18,46004.0,31558.74,0.55,2.21,0.06,0.03,0.0,17151.37,23002.0,25002.0,15779.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.66,0.3438,48.23,0.1903,0.686
2024-10-21,46004.0,30454.65,0.55,2.23,0.06,0.03,0.0,16551.32,23002.0,25002.0,15227.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.43,0.3459,48.66,0.1903,0.662
2024-10-22,46004.0,30454.65,0.55,2.24,0.06,0.03,0.0,16551.32,23002.0,25002.0,15227.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.66,0.3438,48.23,0.1903,0.662
2024-10-23,46004.0,30546.66,0.55,2.24,0.06,0.03,0.0,16601.33,23002.0,25002.0,15273.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.68,0.3436,48.19,0.1903,0.664
2024-10-24,46004.0,30178.62,0.55,2.24,0.06,0.03,0.0,16401.31,23002.0,25002.0,15089.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.7,0.3443,48.29,0.1903,0.656
2024-10-25,46004.0,31650.75,0.55,2.24,0.06,0.03,0.0,17201.38,23002.0,25002.0,15825.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,28.15,0.3429,47.9,0.1903,0.688
2024-10-28,46004.0,31282.72,0.55,2.25,0.06,0.03,0.0,17001.36,23002.0,25002.0,15641.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.7,0.3443,48.29,0.1903,0.68
2024-10-29,46004.0,33858.94,0.55,2.21,0.06,0.03,0.0,18401.47,23002.0,25002.0,16929.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,28.2,0.3392,47.22,0.1903,0.736
2024-10-30,46004.0,33858.94,0.55,2.17,0.06,0.03,0.0,18401.47,23002.0,25002.0,16929.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0,9.52,0.0,0.0,0.0,100.0,27.66,0.3438,48.23,0.1903,0.736
2024-10-31,16004.0,10882.72,0.19,0.75,0.02,0.01,0.0,6801.36,8002.0,10002.0,5441.36,0.0,0.0,0.0,0.01,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.01,0.01,100.0,3.31,0.0,0.0,0.0,100.0,33.03,0.4128,53.41,0.0662,0.68
2024-11-01,16004.0,11010.75,0.19,0.73,0.02,0.01,0.0,6881.38,8002.0,10002.0,5505.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.61,0.4152,53.43,0.0662,0.688
2024-11-04,16004.0,10914.73,0.19,0.73,0.02,0.01,0.0,6821.36,8002.0,10002.0,5457.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.48,0.4147,53.43,0.0662,0.682
2024-11-05,16004.0,10914.73,0.19,0.73,0.02,0.01,0.0,6821.36,8002.0,10002.0,5457.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.682
2024-11-06,16004.0,11618.9,0.19,0.74,0.02,0.01,0.0,7261.45,8002.0,10002.0,5809.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.93,0.4166,53.44,0.0662,0.726
2024-11-07,16004.0,11522.88,0.19,0.73,0.02,0.01,0.0,7201.44,8002.0,10002.0,5761.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.48,0.4147,53.43,0.0662,0.72
2024-11-08,16004.0,11490.87,0.19,0.75,0.02,0.01,0.0,7181.44,8002.0,10002.0,5745.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.51,0.4148,53.43,0.0662,0.718
2024-11-11,16004.0,11522.88,0.19,1.79,0.02,0.01,0.0,7201.44,8002.0,10002.0,5761.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.55,0.415,53.43,0.0662,0.72
2024-11-12,16004.0,11522.88,0.19,2.97,0.02,0.01,0.0,7201.44,8002.0,10002.0,5761.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.72
2024-11-13,16004.0,11522.88,0.19,3.11,0.02,0.01,0.0,7201.44,8002.0,10002.0,5761.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.72
2024-11-14,16004.0,11330.83,0.19,3.32,0.02,0.01,0.0,7081.42,8002.0,10002.0,5665.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.43,0.4144,53.42,0.0662,0.708
2024-11-15,16004.0,11330.83,0.19,3.31,0.02,0.01,0.0,7081.42,8002.0,10002.0,5665.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.708
2024-11-18,16004.0,11330.83,0.19,3.43,0.02,0.01,0.0,7081.42,8002.0,10002.0,5665.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.708
2024-11-19,16004.0,11202.8,0.19,3.67,0.02,0.01,0.0,7001.4,8002.0,10002.0,5601.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.46,0.4146,53.43,0.0662,0.7
2024-11-20,16004.0,11170.79,0.19,4.15,0.02,0.01,0.0,6981.4,8002.0,10002.0,5585.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.51,0.4148,53.43,0.0662,0.698
2024-11-21,16004.0,11170.79,0.19,4.43,0.02,0.01,0.0,6981.4,8002.0,10002.0,5585.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.698
2024-11-22,16004.0,11170.79,0.19,3.94,0.02,0.01,0.0,6981.4,8002.0,10002.0,5585.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0662,0.698
2024-11-25,16004.0,11202.8,0.19,3.98,0.02,0.01,0.0,7001.4,8002.0,10002.0,5601.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.55,0.415,53.43,0.0662,0.7
2024-11-26,16004.0,11138.78,0.19,3.96,0.02,0.01,0.0,6961.39,8002.0,10002.0,5569.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.5,0.4147,53.43,0.0662,0.696
2024-11-27,16004.0,10562.64,0.19,3.73,0.02,0.01,0.0,6601.32,8002.0,10002.0,5281.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.2,0.4135,53.42,0.0662,0.66
2024-11-28,16004.0,11490.87,0.19,3.61,0.02,0.01,0.0,7181.44,8002.0,10002.0,5745.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,34.06,0.4172,53.44,0.0662,0.718
2024-11-29,16004.0,13571.39,0.19,3.01,0.02,0.01,0.0,8481.7,8002.0,10002.0,6785.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,34.58,0.4196,53.46,0.0662,0.848
2024-12-02,16004.0,19444.86,0.19,1.7,0.02,0.02,0.0,12152.43,8002.0,10002.0,9722.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,35.78,0.4256,53.49,0.0662,1.215
2024-12-03,16004.0,16484.12,0.19,0.12,0.02,0.02,0.0,10302.06,8002.0,10002.0,8242.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,32.49,0.4106,53.4,0.0662,1.03
2024-12-04,16004.0,15523.88,0.19,0.12,0.02,0.02,0.0,9701.94,8002.0,10002.0,7761.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.15,0.4133,53.42,0.0662,0.97
2024-12-05,16004.0,15203.8,0.19,0.12,0.02,0.02,0.0,9501.9,8002.0,10002.0,7601.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.4,0.4143,53.42,0.0662,0.95
2024-12-06,16004.0,15555.89,0.19,0.12,0.02,0.02,0.0,9721.94,8002.0,10002.0,7777.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.68,0.4155,53.43,0.0661,0.972
2024-12-09,16004.0,16564.14,0.19,0.12,0.02,0.02,0.0,10352.07,8002.0,10002.0,8282.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.93,0.4166,53.44,0.0661,1.035
2024-12-10,16004.0,15523.88,0.19,0.11,0.02,0.02,0.0,9701.94,8002.0,10002.0,7761.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.12,0.4132,53.42,0.066,0.97
2024-12-11,16004.0,15875.97,0.19,0.11,0.02,0.02,0.0,9921.98,8002.0,10002.0,7937.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.67,0.4155,53.43,0.066,0.992
2024-12-12,16004.0,17924.48,0.19,0.11,0.02,0.02,0.0,11202.24,8002.0,10002.0,8962.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,34.3,0.4183,53.45,0.066,1.12
2024-12-13,16004.0,17764.44,0.19,0.11,0.02,0.02,0.0,11102.22,8002.0,10002.0,8882.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.48,0.4147,53.43,0.066,1.11
2024-12-16,16004.0,16964.24,0.19,0.11,0.02,0.02,0.0,10602.12,8002.0,10002.0,8482.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,32.84,0.4166,53.99,0.066,1.06
2024-12-17,16004.0,15907.98,0.19,0.11,0.02,0.02,0.0,9941.99,8002.0,10002.0,7953.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.13,0.4132,53.42,0.066,0.994
2024-12-18,16004.0,15683.92,0.19,0.11,0.02,0.02,0.0,9801.96,8002.0,10002.0,7841.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.44,0.4145,53.43,0.066,0.98
2024-12-19,16004.0,15299.82,0.19,0.11,0.02,0.02,0.0,9561.91,8002.0,10002.0,7649.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.38,0.4142,53.42,0.066,0.956
2024-12-20,16004.0,14883.72,0.19,0.11,0.02,0.02,0.0,9301.86,8002.0,10002.0,7441.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.36,0.4142,53.42,0.066,0.93
2024-12-23,16004.0,14403.6,0.19,0.11,0.02,0.01,0.0,9001.8,8002.0,10002.0,7201.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.33,0.414,53.42,0.066,0.9
2024-12-24,16004.0,14435.61,0.19,0.11,0.02,0.01,0.0,9021.8,8002.0,10002.0,7217.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.55,0.415,53.43,0.066,0.902
2024-12-25,16004.0,14435.61,0.19,0.11,0.02,0.01,0.0,9021.8,8002.0,10002.0,7217.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.54,0.4148,53.41,0.066,0.0
2024-12-26,16004.0,14435.61,0.19,0.11,0.02,0.01,0.0,9021.8,8002.0,10002.0,7217.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,33.54,0.4148,53.41,0.066,0.0
2024-12-27,16004.0,16564.14,0.19,0.11,0.02,0.02,0.0,10352.07,8002.0,10002.0,8282.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.3,0.0,0.0,0.0,100.0,32.26,0.4244,55.19,0.066,1.035
2024-12-30,16004.0,16804.2,0.19,0.11,0.02,0.02,0.0,10502.1,8002.0,10002.0,8402.1,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.01,0.0,100.0,3.32,0.0,0.0,0.0,100.0,33.62,0.4153,53.43,0.0663,1.05
2024-12-31,16004.0,16804.2,0.19,0.11,0.02,0.02,0.0,10502.1,8002.0,10002.0,8402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.52,0.4147,53.41,0.0663,1.05
2025-01-01,16004.0,16804.2,0.19,0.11,0.02,0.02,0.0,10502.1,8002.0,10002.0,8402.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.53,0.4149,53.43,0.0663,0.0
2025-01-02,16004.0,16004.0,0.19,0.11,0.02,0.02,0.0,10002.0,8002.0,10002.0,8002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.21,0.4133,53.39,0.0663,1.0
2025-01-03,16004.0,15779.94,0.19,0.1,0.02,0.02,0.0,9861.97,8002.0,10002.0,7889.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.31,0.0,0.0,0.0,100.0,33.46,0.4148,53.45,0.0663,0.986
2025-01-06,12004.0,11883.96,0.14,0.08,0.02,0.01,0.0,5941.98,6002.0,6002.0,5941.98,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4000.0,0.01,0.0,100.0,2.5,0.0,0.0,0.0,100.0,28.32,0.594,71.68,0.0499,0.99
2025-01-07,12004.0,11883.96,0.14,0.08,0.02,0.01,0.0,5941.98,6002.0,6002.0,5941.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,2.5,0.0,0.0,0.0,100.0,28.32,0.594,71.68,0.0499,0.99
2025-01-08,12696.0,12442.08,0.15,0.08,0.02,0.01,0.0,6221.04,6348.0,6348.0,6221.04,346.0,0.0,346.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.01,0.0,100.0,2.64,0.0,0.0,0.0,100.0,26.77,0.5337,67.75,0.0528,0.98
2025-01-09,17696.0,17660.61,0.21,0.12,0.02,0.02,0.0,8830.3,8848.0,8848.0,8830.3,2500.0,0.0,0.0,0.0,2500.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.01,0.0,100.0,3.64,0.0,0.0,0.0,100.0,31.97,0.3771,48.76,0.0728,0.998
2025-01-10,17696.0,18403.84,0.21,0.12,0.02,0.02,0.0,9201.92,8848.0,8848.0,9201.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.64,0.0,0.0,0.0,100.0,31.71,0.3775,48.95,0.0728,1.04
2025-01-13,17696.0,19111.68,0.21,0.12,0.02,0.02,0.0,9555.84,8848.0,8848.0,9555.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.64,0.0,0.0,0.0,100.0,31.75,0.3775,48.92,0.0728,1.08
2025-01-14,17696.0,18049.92,0.21,0.11,0.02,0.02,0.0,9024.96,8848.0,8848.0,9024.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.64,0.0,0.0,0.0,100.0,32.78,0.3758,48.18,0.0728,1.02
2025-01-15,17696.0,18049.92,0.21,0.11,0.02,0.02,0.0,9024.96,8848.0,8848.0,9024.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.64,0.0,0.0,0.0,100.0,32.17,0.3768,48.62,0.0729,1.02
2025-01-16,17004.0,17429.1,0.2,0.11,0.02,0.02,0.0,8714.55,8502.0,8502.0,8714.55,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,346.0,0.01,0.0,100.0,3.5,0.0,0.0,0.0,100.0,29.35,0.3826,50.64,0.0701,1.025
2025-01-17,17004.0,17004.0,0.2,0.68,0.02,0.02,0.0,8502.0,8502.0,8502.0,8502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.5,0.0,0.0,0.0,100.0,29.66,0.3819,50.42,0.0701,1.0
2025-01-20,17004.0,17089.02,0.2,0.75,0.02,0.02,0.0,8544.51,8502.0,8502.0,8544.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.5,0.0,0.0,0.0,100.0,29.35,0.3826,50.64,0.0701,1.005
2025-01-21,17004.0,17174.04,0.2,0.77,0.02,0.02,0.0,8587.02,8502.0,8502.0,8587.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.5,0.0,0.0,0.0,100.0,29.35,0.3826,50.64,0.0701,1.01
2025-01-22,17004.0,16901.98,0.2,0.79,0.02,0.02,0.0,8450.99,8502.0,8502.0,8450.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,100.0,3.51,0.0,0.0,0.0,100.0,29.57,0.3821,50.48,0.0702,0.994
